"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Brunei Darussalam","Natural gas - Gross production","1991","Terajoules","403388",""
"Brunei Darussalam","Natural gas - Gross production","1990","Terajoules","389288",""
"Bulgaria","Natural gas - Gross production","2021","Terajoules","1245.99",""
"Bulgaria","Natural gas - Gross production","2020","Terajoules","2224.077",""
"Bulgaria","Natural gas - Gross production","2019","Terajoules","1506.464",""
"Bulgaria","Natural gas - Gross production","2018","Terajoules","1327.531",""
"Bulgaria","Natural gas - Gross production","2017","Terajoules","3082.102",""
"Bulgaria","Natural gas - Gross production","2016","Terajoules","3566",""
"Bulgaria","Natural gas - Gross production","2015","Terajoules","3931",""
"Bulgaria","Natural gas - Gross production","2014","Terajoules","7419",""
"Bulgaria","Natural gas - Gross production","2013","Terajoules","10879",""
"Bulgaria","Natural gas - Gross production","2012","Terajoules","14341",""
"Bulgaria","Natural gas - Gross production","2011","Terajoules","16316",""
"Bulgaria","Natural gas - Gross production","2010","Terajoules","2749",""
"Bulgaria","Natural gas - Gross production","2009","Terajoules","609",""
"Bulgaria","Natural gas - Gross production","2008","Terajoules","7273",""
"Bulgaria","Natural gas - Gross production","2007","Terajoules","10966",""
"Bulgaria","Natural gas - Gross production","2006","Terajoules","17391",""
"Bulgaria","Natural gas - Gross production","2005","Terajoules","17884",""
"Bulgaria","Natural gas - Gross production","2004","Terajoules","12432",""
"Bulgaria","Natural gas - Gross production","2003","Terajoules","597",""
"Bulgaria","Natural gas - Gross production","2002","Terajoules","752",""
"Bulgaria","Natural gas - Gross production","2001","Terajoules","853",""
"Bulgaria","Natural gas - Gross production","2000","Terajoules","573",""
"Bulgaria","Natural gas - Gross production","1999","Terajoules","990",""
"Bulgaria","Natural gas - Gross production","1998","Terajoules","1088",""
"Bulgaria","Natural gas - Gross production","1997","Terajoules","1307",""
"Bulgaria","Natural gas - Gross production","1996","Terajoules","1534",""
"Bulgaria","Natural gas - Gross production","1995","Terajoules","1657",""
"Bulgaria","Natural gas - Gross production","1994","Terajoules","1902",""
"Bulgaria","Natural gas - Gross production","1993","Terajoules","2283",""
"Bulgaria","Natural gas - Gross production","1992","Terajoules","1265",""
"Bulgaria","Natural gas - Gross production","1991","Terajoules","339",""
"Bulgaria","Natural gas - Gross production","1990","Terajoules","453",""
"Cameroon","Natural gas - Gross production","2021","Terajoules","87400",""
"Cameroon","Natural gas - Gross production","2020","Terajoules","90440",""
"Cameroon","Natural gas - Gross production","2019","Terajoules","89680",""
"Cameroon","Natural gas - Gross production","2018","Terajoules","60800",""
"Cameroon","Natural gas - Gross production","2017","Terajoules","22800",""
"Cameroon","Natural gas - Gross production","2016","Terajoules","20520",""
"Cameroon","Natural gas - Gross production","2015","Terajoules","19176",""
"Cameroon","Natural gas - Gross production","2014","Terajoules","17258",""
"Cameroon","Natural gas - Gross production","2013","Terajoules","11889",""
"Cameroon","Natural gas - Gross production","2012","Terajoules","10345",""
"Cameroon","Natural gas - Gross production","2011","Terajoules","8621",""
"Cameroon","Natural gas - Gross production","2010","Terajoules","12070",""
"Cameroon","Natural gas - Gross production","2009","Terajoules","11965",""
"Cameroon","Natural gas - Gross production","2008","Terajoules","14481",""
"Cameroon","Natural gas - Gross production","2007","Terajoules","13963",""
"Cameroon","Natural gas - Gross production","2006","Terajoules","0",""
"Cameroon","Natural gas - Gross production","2005","Terajoules","0",""
"Cameroon","Natural gas - Gross production","2004","Terajoules","0",""
"Cameroon","Natural gas - Gross production","2003","Terajoules","0",""
"Cameroon","Natural gas - Gross production","2002","Terajoules","0",""
"Canada","Natural gas - Gross production","2021","Terajoules","7407660",""
"Canada","Natural gas - Gross production","2020","Terajoules","8313168",""
"Canada","Natural gas - Gross production","2019","Terajoules","8486431",""
"Canada","Natural gas - Gross production","2018","Terajoules","8783517",""
"Canada","Natural gas - Gross production","2017","Terajoules","8546494",""
"Canada","Natural gas - Gross production","2016","Terajoules","8277391",""
"Canada","Natural gas - Gross production","2015","Terajoules","7560550",""
"Canada","Natural gas - Gross production","2014","Terajoules","7496680",""
"Canada","Natural gas - Gross production","2013","Terajoules","7208244",""
"Canada","Natural gas - Gross production","2012","Terajoules","7144256",""
"Canada","Natural gas - Gross production","2011","Terajoules","7165215",""
"Canada","Natural gas - Gross production","2010","Terajoules","7100625",""
"Canada","Natural gas - Gross production","2009","Terajoules","7318981",""
"Canada","Natural gas - Gross production","2008","Terajoules","7785228",""
"Canada","Natural gas - Gross production","2007","Terajoules","8114878",""
"Canada","Natural gas - Gross production","2006","Terajoules","8313220",""
"Canada","Natural gas - Gross production","2005","Terajoules","8293731",""
"Canada","Natural gas - Gross production","2004","Terajoules","8120673",""
"Canada","Natural gas - Gross production","2003","Terajoules","8145609",""
"Canada","Natural gas - Gross production","2002","Terajoules","8217387",""
"Canada","Natural gas - Gross production","2001","Terajoules","8194274",""
